NCBI	Name	contrast	z.ratio	padj
1088	Barnesiella	Sexo0 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal1	-0.9381153048088118	0.9855079468651429
1088	Barnesiella	Sexo1 DisfuncionGonadal0 - Sexo0 DisfuncionGonadal1	0.34819661658694545	0.9855079468651429
1088	Barnesiella	Sexo1 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal1	-0.3695459962757867	0.9855079468651429
1088	Barnesiella	Sexo0 DisfuncionGonadal1 - Sexo1 DisfuncionGonadal1	-0.8909251633038708	0.9855079468651429
1089	Butyricimonas	Sexo0 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal0	-0.49432330361748705	0.9603781876065424
1089	Butyricimonas	Sexo0 DisfuncionGonadal0 - Sexo0 DisfuncionGonadal1	-1.6348208939980171	0.8769982800338783
1089	Butyricimonas	Sexo0 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal1	-1.4982709543043005	0.8769982800338783
1089	Butyricimonas	Sexo1 DisfuncionGonadal0 - Sexo0 DisfuncionGonadal1	-0.8465723691594571	0.9603781876065424
1089	Butyricimonas	Sexo1 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal1	-1.6348208939980171	0.8769982800338783
1089	Butyricimonas	Sexo0 DisfuncionGonadal1 - Sexo1 DisfuncionGonadal1	-0.49432330361748705	0.9603781876065424
1090	Coprobacter	Sexo0 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal0	0.11901578110609976	0.9999999994244234
1090	Coprobacter	Sexo0 DisfuncionGonadal0 - Sexo0 DisfuncionGonadal1	0.0011702182664775063	0.9999999994244234
1090	Coprobacter	Sexo0 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal1	0.08272049232102889	0.9999999994244234
1090	Coprobacter	Sexo1 DisfuncionGonadal0 - Sexo0 DisfuncionGonadal1	-0.08523901967778505	0.9999999994244234
1090	Coprobacter	Sexo1 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal1	0.0011702182664775063	0.9999999994244234
1090	Coprobacter	Sexo0 DisfuncionGonadal1 - Sexo1 DisfuncionGonadal1	0.11901578110609976	0.9999999994244234
1091	Dysgonomonas	Sexo0 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal0	-0.5775903312742123	0.9978115582030476
1091	Dysgonomonas	Sexo0 DisfuncionGonadal0 - Sexo0 DisfuncionGonadal1	0.18341452265703803	0.9978115582030476
1091	Dysgonomonas	Sexo0 DisfuncionGonadal0 - Sexo1 DisfuncionGonadal1	-0.28766647199443673	0.9978115582030476
