NCBI	Name	contrast	z.ratio	padj
102	Acidobacteria_Gp16	Dieta0 Tratamiento0 - Dieta1 Tratamiento0	-1.135946203134637	0.8006831824548727
102	Acidobacteria_Gp16	Dieta0 Tratamiento0 - Dieta0 Tratamiento1	1.412522994316217	0.8006831824548727
102	Acidobacteria_Gp16	Dieta0 Tratamiento0 - Dieta1 Tratamiento1	0.18117672110942057	0.9978900432785587
102	Acidobacteria_Gp16	Dieta1 Tratamiento0 - Dieta0 Tratamiento1	1.8957557549998787	0.8006831824548727
102	Acidobacteria_Gp16	Dieta1 Tratamiento0 - Dieta1 Tratamiento1	1.412522994316217	0.8006831824548727
102	Acidobacteria_Gp16	Dieta0 Tratamiento1 - Dieta1 Tratamiento1	-1.135946203134637	0.8006831824548727
103	Acidobacteria_Gp17	Dieta0 Tratamiento0 - Dieta1 Tratamiento0	2.5078025143815195	0.17610011428983352
103	Acidobacteria_Gp17	Dieta0 Tratamiento0 - Dieta0 Tratamiento1	-0.06272207577563403	0.9999115035490784
103	Acidobacteria_Gp17	Dieta0 Tratamiento0 - Dieta1 Tratamiento1	1.638106462296795	0.5356821456191915
103	Acidobacteria_Gp17	Dieta1 Tratamiento0 - Dieta0 Tratamiento1	-1.9278839501363367	0.43255494306313436
103	Acidobacteria_Gp17	Dieta1 Tratamiento0 - Dieta1 Tratamiento1	-0.06272207577563403	0.9999115035490784
103	Acidobacteria_Gp17	Dieta0 Tratamiento1 - Dieta1 Tratamiento1	2.5078025143815195	0.17610011428983352
1036	Geothrix	Dieta0 Tratamiento0 - Dieta1 Tratamiento0	1.1370468497948687	0.9999711924121804
1036	Geothrix	Dieta0 Tratamiento0 - Dieta0 Tratamiento1	0.043135506807881724	0.9999711924121804
1036	Geothrix	Dieta0 Tratamiento0 - Dieta1 Tratamiento1	0.7762743546911836	0.9999711924121804
1036	Geothrix	Dieta1 Tratamiento0 - Dieta0 Tratamiento1	-0.8401281631808858	0.9999711924121804
1036	Geothrix	Dieta1 Tratamiento0 - Dieta1 Tratamiento1	0.043135506807881724	0.9999711924121804
1036	Geothrix	Dieta0 Tratamiento1 - Dieta1 Tratamiento1	1.1370468497948687	0.9999711924121804
1037	Holophaga	Dieta0 Tratamiento0 - Dieta1 Tratamiento0	-0.9848744883429035	0.9097132701380319
